Category,Feature,Importance
egfp:Replicate_3:Glutamatergic_Neuron:None,ETFB,0.0025
egfp:Replicate_3:Glutamatergic_Neuron:None,SOX4,0.0017
egfp:Replicate_3:Glutamatergic_Neuron:None,NDRG4,0.0009
egfp:Replicate_3:Interneuron:None,DYNLL1,0.7487
egfp:Replicate_3:Interneuron:None,MTHFD2,0.0625
egfp:Replicate_3:Interneuron:None,CDO1,0.0369
egfp:Replicate_3:Interneuron:None,GADD45G,0.0267
egfp:Replicate_3:Interneuron:None,4930522L14RIK,0.0211
egfp:Replicate_3:Interneuron:None,ASCL1,0.0126
egfp:Replicate_3:Interneuron:None,STMN4,0.0119
egfp:Replicate_3:Interneuron:None,NES,0.0116
egfp:Replicate_3:Interneuron:None,HSPA1A,0.0092
egfp:Replicate_3:Interneuron:None,SNHG11,0.0084
egfp:Replicate_3:Interneuron:None,MID1IP1,0.0083
egfp:Replicate_3:Interneuron:None,RAB3B,0.0073
egfp:Replicate_3:Interneuron:None,TRHDE,0.0071
egfp:Replicate_3:Interneuron:None,REEP3,0.0069
egfp:Replicate_3:Interneuron:None,MMP15,0.0062
egfp:Replicate_3:Interneuron:None,CAMK2N1,0.0052
egfp:Replicate_3:Interneuron:None,APITD1,0.0025
egfp:Replicate_3:Interneuron:None,GLYCAM1,0.002
egfp:Replicate_3:Interneuron:None,MYT1L,0.0015
egfp:Replicate_3:Interneuron:None,NMBR,0.0014
egfp:Replicate_3:Interneuron:None,ATP2B1,0.0011
egfp:Replicate_3:Interneuron:None,JUNB,0.0006
egfp:Replicate_3:Interneuron:None,LXN,0.0003
l:None:None:None,DYNLL1,0.8271
l:None:None:None,MAP1B,0.1298
l:None:None:None,GAP43,0.0165
l:None:None:None,HK2,0.0093
l:None:None:None,B2M,0.0087
l:None:None:None,FAM162A,0.0086
l:Replicate_1:None:None,DYNLL1,0.9082
l:Replicate_1:None:None,B2M,0.0199
l:Replicate_1:None:None,BNIP3,0.015
l:Replicate_1:None:None,DHRS4,0.0135
l:Replicate_1:None:None,CRE,0.007
l:Replicate_1:None:None,GM37913,0.0042
l:Replicate_1:None:None,GATM,0.004
l:Replicate_1:None:None,GADD45G,0.004
l:Replicate_1:None:None,PRKCDBP,0.0035
l:Replicate_1:None:None,TAGLN3,0.0034
l:Replicate_1:None:None,SDF2L1,0.0034
l:Replicate_1:None:None,HK2,0.0033
l:Replicate_1:None:None,BC055402,0.0028
l:Replicate_1:None:None,GM17750,0.0028
l:Replicate_1:None:None,KCNE1L,0.0019
l:Replicate_1:None:None,TIMP4,0.0009
l:Replicate_1:None:None,HIST1H2BC,0.0008
l:Replicate_1:None:None,1500012F01RIK,0.0007
l:Replicate_1:None:None,OSTN,0.0004
l:Replicate_1:None:None,LRRC8A,0.0003
l:Replicate_1:Astrocyte:None,DYNLL1,0.5185
l:Replicate_1:Astrocyte:None,RIAN,0.1219
l:Replicate_1:Astrocyte:None,NRGN,0.0578
l:Replicate_1:Astrocyte:None,BNIP3,0.0447
l:Replicate_1:Astrocyte:None,DCN,0.0443
l:Replicate_1:Astrocyte:None,GM24787,0.0416
l:Replicate_1:Astrocyte:None,RORB,0.0344
l:Replicate_1:Astrocyte:None,2810468N07RIK,0.0322
l:Replicate_1:Astrocyte:None,MYL9,0.0113
l:Replicate_1:Astrocyte:None,CSDC2,0.0109
l:Replicate_1:Astrocyte:None,TNFRSF12A,0.0099
l:Replicate_1:Astrocyte:None,TRPS1,0.0071
l:Replicate_1:Astrocyte:None,COX7A1,0.007
l:Replicate_1:Astrocyte:None,LRP4,0.0065
l:Replicate_1:Astrocyte:None,CCDC34,0.0058
l:Replicate_1:Astrocyte:None,OPCML,0.0057
l:Replicate_1:Astrocyte:None,GSTM5,0.0056
l:Replicate_1:Astrocyte:None,IFITM2,0.0055
l:Replicate_1:Astrocyte:None,FMNL2,0.0053
l:Replicate_1:Astrocyte:None,AKAP12,0.0053
l:Replicate_1:Astrocyte:None,NEUROD6,0.0053
l:Replicate_1:Astrocyte:None,SNHG11,0.0041
l:Replicate_1:Astrocyte:None,RPA2,0.004
l:Replicate_1:Astrocyte:None,NAAA,0.0034
l:Replicate_1:Astrocyte:None,IGDCC4,0.0019
l:Replicate_1:Glutamatergic_Neuron:None,DYNLL1,0.8469
l:Replicate_1:Glutamatergic_Neuron:None,SNCB,0.0226
l:Replicate_1:Glutamatergic_Neuron:None,GNG13,0.0193
l:Replicate_1:Glutamatergic_Neuron:None,ATP1B1,0.0177
l:Replicate_1:Glutamatergic_Neuron:None,B2M,0.0168
l:Replicate_1:Glutamatergic_Neuron:None,HK2,0.0157
l:Replicate_1:Glutamatergic_Neuron:None,GPX3,0.013
l:Replicate_1:Glutamatergic_Neuron:None,DTL,0.0125
l:Replicate_1:Glutamatergic_Neuron:None,RCAN2,0.0098
l:Replicate_1:Glutamatergic_Neuron:None,BNIP3,0.0083
l:Replicate_1:Glutamatergic_Neuron:None,ELMO1,0.0061
l:Replicate_1:Glutamatergic_Neuron:None,TIMP4,0.0023
l:Replicate_1:Glutamatergic_Neuron:None,BMP8A,0.0017
l:Replicate_1:Glutamatergic_Neuron:None,RP23-386A17.7,0.0014
l:Replicate_1:Glutamatergic_Neuron:None,1500012F01RIK,0.0013
l:Replicate_1:Glutamatergic_Neuron:None,DDIT3,0.001
l:Replicate_1:Glutamatergic_Neuron:None,LAPTM4A,0.0008
l:Replicate_1:Glutamatergic_Neuron:None,DYNLL2,0.0005
l:Replicate_1:Glutamatergic_Neuron:None,MTHFD2,0.0005
l:Replicate_1:Glutamatergic_Neuron:None,STARD5,0.0004
l:Replicate_1:Glutamatergic_Neuron:None,FJX1,0.0004
l:Replicate_1:Glutamatergic_Neuron:None,SATB1,0.0004
l:Replicate_1:Glutamatergic_Neuron:None,APOE,0.0004
l:Replicate_1:Glutamatergic_Neuron:None,SERPINE2,0.0003
l:Replicate_1:Interneuron:None,DYNLL1,0.4691
l:Replicate_1:Interneuron:None,DYNLL2,0.1772
l:Replicate_1:Interneuron:None,CHGA,0.076
l:Replicate_1:Interneuron:None,SPC25,0.0424
l:Replicate_1:Interneuron:None,1700007K13RIK,0.034
l:Replicate_1:Interneuron:None,GNG4,0.0329
l:Replicate_1:Interneuron:None,CCDC34,0.0186
l:Replicate_1:Interneuron:None,SERPINI1,0.0161
l:Replicate_1:Interneuron:None,IL11RA1,0.014
l:Replicate_1:Interneuron:None,HSP90B1,0.0136
l:Replicate_1:Interneuron:None,CNTNAP2,0.0134
l:Replicate_1:Interneuron:None,PBX3,0.0133
l:Replicate_1:Interneuron:None,CDCA7,0.0126
l:Replicate_1:Interneuron:None,GM2694,0.0105
l:Replicate_1:Interneuron:None,SYT4,0.0093
l:Replicate_1:Interneuron:None,GPM6B,0.0084
l:Replicate_1:Interneuron:None,RBP4,0.0072
l:Replicate_1:Interneuron:None,CTSL,0.0069
l:Replicate_1:Interneuron:None,H2AFV,0.0069
l:Replicate_1:Interneuron:None,SYN2,0.0051
l:Replicate_1:Interneuron:None,4430402I18RIK,0.0046
l:Replicate_1:Interneuron:None,MTHFD2,0.003
l:Replicate_1:Interneuron:None,NR4A2,0.0024
l:Replicate_1:Interneuron:None,GAP43,0.0004
l:Replicate_1:Interneuron:None,LGALS1,0.0004
l:Replicate_1:Interneuron:None,ARL6IP1,0.0003
l:Replicate_1:Interneuron:None,SOX4,0.0003
l:Replicate_1:Interneuron:None,FABP3,0.0003
l:Replicate_1:Interneuron:None,SPOCK1,0.0003
l:Replicate_1:Interneuron:None,MYT1,0.0002
l:Replicate_1:Interneuron:None,MYT1L,0.0001
l:Replicate_1:Interneuron:None,TSPAN4,0.0001
l:Replicate_2:None:None,DYNLL1,0.8863
l:Replicate_2:None:None,SNCB,0.0409
l:Replicate_2:None:None,MGST3,0.0154
l:Replicate_2:None:None,CYB5R2,0.0122
l:Replicate_2:None:None,HK2,0.0108
l:Replicate_2:None:None,GRIN2B,0.0078
l:Replicate_2:None:None,CDH4,0.0072
l:Replicate_2:None:None,FST,0.0056
l:Replicate_2:None:None,PCSK1N,0.0047
l:Replicate_2:None:None,FAM162A,0.0041
l:Replicate_2:None:None,EVI2A,0.0014
l:Replicate_2:None:None,CPLX1,0.0014
l:Replicate_2:None:None,TSC22D3,0.0012
l:Replicate_2:None:None,GPX3,0.0011
l:Replicate_2:Astrocyte:None,NWD2,0.2822
l:Replicate_2:Astrocyte:None,ISLR2,0.0827
l:Replicate_2:Astrocyte:None,DYNLL1,0.0748
l:Replicate_2:Astrocyte:None,CCL2,0.0653
l:Replicate_2:Astrocyte:None,LPPR4,0.0481
l:Replicate_2:Astrocyte:None,NRIP3,0.0466
l:Replicate_2:Astrocyte:None,ETV1,0.0454
l:Replicate_2:Astrocyte:None,SOX21,0.0449
l:Replicate_2:Astrocyte:None,SYP,0.0429
l:Replicate_2:Astrocyte:None,SNAP25,0.0427
l:Replicate_2:Astrocyte:None,GAP43,0.0426
l:Replicate_2:Astrocyte:None,CELF4,0.0378
l:Replicate_2:Astrocyte:None,TLE4,0.0375
l:Replicate_2:Astrocyte:None,SERPINA3N,0.0273
l:Replicate_2:Astrocyte:None,TMSB4X,0.0176
l:Replicate_2:Astrocyte:None,STMN2,0.0116
l:Replicate_2:Astrocyte:None,GLUL,0.0101
l:Replicate_2:Astrocyte:None,ITGAV,0.0099
l:Replicate_2:Astrocyte:None,MALAT1,0.0084
l:Replicate_2:Astrocyte:None,FBN2,0.0069
l:Replicate_2:Astrocyte:None,CREB5,0.0047
l:Replicate_2:Astrocyte:None,LY6H,0.0034
l:Replicate_2:Astrocyte:None,GSTK1,0.0018
l:Replicate_2:Astrocyte:None,SYNGR4,0.0015
l:Replicate_2:Astrocyte:None,CHN1,0.0006
l:Replicate_2:Astrocyte:None,PLCB1,0.0006
l:Replicate_2:Astrocyte:None,MT2,0.0005
l:Replicate_2:Astrocyte:None,CYR61,0.0005
l:Replicate_2:Astrocyte:None,PRDX1,0.0005
l:Replicate_2:Astrocyte:None,ALDH2,0.0004
l:Replicate_2:Glutamatergic_Neuron:None,DYNLL1,0.8545
l:Replicate_2:Glutamatergic_Neuron:None,SNCB,0.0611
l:Replicate_2:Glutamatergic_Neuron:None,LY6H,0.0219
l:Replicate_2:Glutamatergic_Neuron:None,ATP1B1,0.0151
l:Replicate_2:Glutamatergic_Neuron:None,STMN3,0.0129
l:Replicate_2:Glutamatergic_Neuron:None,HK2,0.0082
l:Replicate_2:Glutamatergic_Neuron:None,RFTN2,0.0062
l:Replicate_2:Glutamatergic_Neuron:None,LDHA,0.0053
l:Replicate_2:Glutamatergic_Neuron:None,CENPE,0.005
l:Replicate_2:Glutamatergic_Neuron:None,1190002F15RIK,0.0048
l:Replicate_2:Glutamatergic_Neuron:None,SMOX,0.0037
l:Replicate_2:Glutamatergic_Neuron:None,8430436N08RIK,0.0013
l:Replicate_2:Interneuron:None,DYNLL1,0.6243
l:Replicate_2:Interneuron:None,ACSL3,0.1455
l:Replicate_2:Interneuron:None,GM11974,0.1367
l:Replicate_2:Interneuron:None,NPC2,0.0182
l:Replicate_2:Interneuron:None,TUBA1B,0.0179
l:Replicate_2:Interneuron:None,GAD2,0.0138
l:Replicate_2:Interneuron:None,RP23-307L24.2,0.012
l:Replicate_2:Interneuron:None,RUNX1T1,0.0107
l:Replicate_2:Interneuron:None,NPTX1,0.0095
l:Replicate_2:Interneuron:None,FBLN2,0.0017
l:Replicate_2:Interneuron:None,XIST,0.0014
l:Replicate_2:Interneuron:None,CARD10,0.0014
l:Replicate_2:Interneuron:None,DYNLL2,0.0013
l:Replicate_2:Interneuron:None,CALCA,0.0009
l:Replicate_2:Interneuron:None,PCDH17,0.0006
l:Replicate_2:Interneuron:None,MRPS36,0.0006
l:Replicate_2:Interneuron:None,LDHB,0.0006
l:Replicate_2:Interneuron:None,SEMA3C,0.0005
l:Replicate_2:Interneuron:None,CSF1,0.0005
l:Replicate_2:Interneuron:None,MPC1,0.0004
l:Replicate_2:Interneuron:None,SOX6,0.0003
l:Replicate_2:Interneuron:None,GM4221,0.0003
l:Replicate_2:Interneuron:None,CPLX1,0.0003
l:Replicate_2:Interneuron:None,STMN3,0.0003
l:Replicate_2:Interneuron:None,GM26798,0.0003
l:Replicate_2:Interneuron:None,THY1,0.0001
l:Replicate_2:Interneuron:None,TMEM243,0.0001
l:Replicate_2:Interneuron:None,EEF1A2,0.0001
l:Replicate_3:None:None,DYNLL1,0.7901
l:Replicate_3:None:None,GAP43,0.0615
l:Replicate_3:None:None,IGSF21,0.0409
l:Replicate_3:None:None,TUBA4A,0.04
l:Replicate_3:None:None,CADM1,0.0129
l:Replicate_3:None:None,GM8225,0.0116
l:Replicate_3:None:None,EGR1,0.0099
l:Replicate_3:None:None,CENPE,0.0067
l:Replicate_3:None:None,SOSTDC1,0.006
l:Replicate_3:None:None,EZH2,0.0059
l:Replicate_3:None:None,JUNB,0.0043
l:Replicate_3:None:None,GM12503,0.0041
l:Replicate_3:None:None,ITPR3,0.0032
l:Replicate_3:None:None,SOX6,0.0022
l:Replicate_3:None:None,EEF1A1,0.0006
l:Replicate_3:Astrocyte:None,DYNLL1,0.507
l:Replicate_3:Astrocyte:None,CACNG3,0.0642
l:Replicate_3:Astrocyte:None,GAP43,0.0604
l:Replicate_3:Astrocyte:None,STMN3,0.0384
l:Replicate_3:Astrocyte:None,SCG5,0.0382
l:Replicate_3:Astrocyte:None,GRP,0.0368
l:Replicate_3:Astrocyte:None,RIAN,0.0342
l:Replicate_3:Astrocyte:None,2900055J20RIK,0.0277
l:Replicate_3:Astrocyte:None,ARL6IP1,0.0214
l:Replicate_3:Astrocyte:None,PSMC3IP,0.0151
l:Replicate_3:Astrocyte:None,NRXN3,0.0149
l:Replicate_3:Astrocyte:None,JUN,0.0114
l:Replicate_3:Astrocyte:None,GAL,0.0113
l:Replicate_3:Astrocyte:None,TSC22D4,0.0108
l:Replicate_3:Astrocyte:None,MGST1,0.0101
l:Replicate_3:Astrocyte:None,RFX4,0.0094
l:Replicate_3:Astrocyte:None,BCL11A,0.0092
l:Replicate_3:Astrocyte:None,PTN,0.0083
l:Replicate_3:Astrocyte:None,PXDC1,0.0082
l:Replicate_3:Astrocyte:None,PGK1,0.008
l:Replicate_3:Astrocyte:None,RPRML,0.0075
l:Replicate_3:Astrocyte:None,CD63,0.0074
l:Replicate_3:Astrocyte:None,KNSTRN,0.0074
l:Replicate_3:Astrocyte:None,KCNK2,0.0066
l:Replicate_3:Astrocyte:None,BHLHE22,0.0065
l:Replicate_3:Astrocyte:None,1500012F01RIK,0.0057
l:Replicate_3:Astrocyte:None,FN1,0.0056
l:Replicate_3:Astrocyte:None,GLYCAM1,0.0044
l:Replicate_3:Astrocyte:None,TSPAN7,0.0017
l:Replicate_3:Astrocyte:None,PON2,0.0012
l:Replicate_3:Astrocyte:None,LSM2,0.0008
l:Replicate_3:Astrocyte:None,ZCCHC12,0.0003
l:Replicate_3:Glutamatergic_Neuron:None,DYNLL1,0.7978
l:Replicate_3:Glutamatergic_Neuron:None,PCP4,0.0355
l:Replicate_3:Glutamatergic_Neuron:None,IGSF21,0.0286
l:Replicate_3:Glutamatergic_Neuron:None,TUBA4A,0.0285
l:Replicate_3:Glutamatergic_Neuron:None,DNAJB9,0.0215
l:Replicate_3:Glutamatergic_Neuron:None,GM15222,0.0096
l:Replicate_3:Glutamatergic_Neuron:None,6330403K07RIK,0.0091
l:Replicate_3:Glutamatergic_Neuron:None,CALB1,0.0082
l:Replicate_3:Glutamatergic_Neuron:None,MGST3,0.0081
l:Replicate_3:Glutamatergic_Neuron:None,NOV,0.0081
l:Replicate_3:Glutamatergic_Neuron:None,MAP1B,0.0075
l:Replicate_3:Glutamatergic_Neuron:None,EGR1,0.0073
l:Replicate_3:Glutamatergic_Neuron:None,VSTM2L,0.0056
l:Replicate_3:Glutamatergic_Neuron:None,JUNB,0.0047
l:Replicate_3:Glutamatergic_Neuron:None,SNCB,0.0045
l:Replicate_3:Glutamatergic_Neuron:None,NDE1,0.0036
l:Replicate_3:Glutamatergic_Neuron:None,TSHZ2,0.0029
l:Replicate_3:Glutamatergic_Neuron:None,GM12503,0.0028
l:Replicate_3:Glutamatergic_Neuron:None,DYNLL2,0.0023
l:Replicate_3:Glutamatergic_Neuron:None,SOX4,0.0016
l:Replicate_3:Glutamatergic_Neuron:None,NXPH1,0.0014
l:Replicate_3:Glutamatergic_Neuron:None,SPOCK1,0.0007
l:Replicate_3:Interneuron:None,DYNLL1,0.4897
l:Replicate_3:Interneuron:None,CALN1,0.1441
l:Replicate_3:Interneuron:None,DYNLL2,0.0608
l:Replicate_3:Interneuron:None,NRTN,0.0311
l:Replicate_3:Interneuron:None,LITAF,0.0308
l:Replicate_3:Interneuron:None,MALAT1,0.0291
l:Replicate_3:Interneuron:None,RGCC,0.0283
l:Replicate_3:Interneuron:None,PPP1R14B,0.0223
l:Replicate_3:Interneuron:None,HOPX,0.0219
l:Replicate_3:Interneuron:None,KCNK2,0.0217
l:Replicate_3:Interneuron:None,BCL11A,0.0203
l:Replicate_3:Interneuron:None,GM14204,0.0197
l:Replicate_3:Interneuron:None,NES,0.0174
l:Replicate_3:Interneuron:None,FAM162A,0.0172
l:Replicate_3:Interneuron:None,GDA,0.015
l:Replicate_3:Interneuron:None,VIM,0.0072
l:Replicate_3:Interneuron:None,SASH1,0.0057
l:Replicate_3:Interneuron:None,GM10053,0.0055
l:Replicate_3:Interneuron:None,4930522L14RIK,0.0046
l:Replicate_3:Interneuron:None,MMP15,0.0044
l:Replicate_3:Interneuron:None,KDELR2,0.0015
l:Replicate_3:Interneuron:None,ATP2B1,0.0015
viral_umis:None:None:None,DYNLL1,0.7591
viral_umis:None:None:None,CST3,0.1215
viral_umis:None:None:None,STMN3,0.0586
viral_umis:None:None:None,GAP43,0.049
viral_umis:None:None:None,TUBA1B,0.0118
viral_umis:Replicate_1:None:None,DYNLL1,0.8808
viral_umis:Replicate_1:None:None,CTSL,0.0617
viral_umis:Replicate_1:None:None,TMEM59L,0.0234
viral_umis:Replicate_1:None:None,RGS4,0.0055
viral_umis:Replicate_1:None:None,CAMK2N1,0.0049
viral_umis:Replicate_1:None:None,CALB1,0.004
viral_umis:Replicate_1:None:None,LDHB,0.004
viral_umis:Replicate_1:None:None,CKB,0.004
viral_umis:Replicate_1:None:None,STXBP6,0.002
viral_umis:Replicate_1:None:None,TUBA1B,0.002
viral_umis:Replicate_1:None:None,MGST3,0.002
viral_umis:Replicate_1:None:None,PLCB1,0.0011
viral_umis:Replicate_1:None:None,MAP1B,0.0011
viral_umis:Replicate_1:None:None,SPOCK3,0.001
viral_umis:Replicate_1:None:None,HIST1H2BC,0.001
viral_umis:Replicate_1:None:None,ATP1B1,0.0009
viral_umis:Replicate_1:None:None,GM37913,0.0004
viral_umis:Replicate_1:None:None,STMN2,0.0002
viral_umis:Replicate_1:Astrocyte:None,DYNLL1,0.6855
viral_umis:Replicate_1:Astrocyte:None,RMRP,0.1817
viral_umis:Replicate_1:Astrocyte:None,SIX3,0.0317
viral_umis:Replicate_1:Astrocyte:None,TGM2,0.0229
viral_umis:Replicate_1:Astrocyte:None,GM37913,0.0183
viral_umis:Replicate_1:Astrocyte:None,HS3ST4,0.0071
viral_umis:Replicate_1:Astrocyte:None,MIS18BP1,0.0053
viral_umis:Replicate_1:Astrocyte:None,CELRR,0.0043
viral_umis:Replicate_1:Astrocyte:None,RLN1,0.0042
viral_umis:Replicate_1:Astrocyte:None,ABHD11OS,0.0041
viral_umis:Replicate_1:Astrocyte:None,SLC17A7,0.0038
viral_umis:Replicate_1:Astrocyte:None,CCDC163,0.0035
viral_umis:Replicate_1:Astrocyte:None,ZFYVE21,0.0032
viral_umis:Replicate_1:Astrocyte:None,DBI,0.0032
viral_umis:Replicate_1:Astrocyte:None,ATP6AP2,0.0031
viral_umis:Replicate_1:Astrocyte:None,RIAN,0.0028
viral_umis:Replicate_1:Astrocyte:None,MYO6,0.0026
viral_umis:Replicate_1:Astrocyte:None,CBS,0.0025
viral_umis:Replicate_1:Astrocyte:None,CDO1,0.0025
viral_umis:Replicate_1:Astrocyte:None,ASRGL1,0.0018
viral_umis:Replicate_1:Astrocyte:None,FOS,0.0017
viral_umis:Replicate_1:Astrocyte:None,PTN,0.0016
viral_umis:Replicate_1:Astrocyte:None,MYL12A,0.0015
viral_umis:Replicate_1:Astrocyte:None,ALDH1L1,0.0011
viral_umis:Replicate_1:Glutamatergic_Neuron:None,DYNLL1,0.8391
viral_umis:Replicate_1:Glutamatergic_Neuron:None,CTSL,0.1021
viral_umis:Replicate_1:Glutamatergic_Neuron:None,TMEM59L,0.0138
viral_umis:Replicate_1:Glutamatergic_Neuron:None,LDHB,0.0071
viral_umis:Replicate_1:Glutamatergic_Neuron:None,MGST3,0.0067
viral_umis:Replicate_1:Glutamatergic_Neuron:None,SCG5,0.0067
viral_umis:Replicate_1:Glutamatergic_Neuron:None,LDHA,0.0066
viral_umis:Replicate_1:Glutamatergic_Neuron:None,CKB,0.0064
viral_umis:Replicate_1:Glutamatergic_Neuron:None,1500012F01RIK,0.0032
viral_umis:Replicate_1:Glutamatergic_Neuron:None,GM37913,0.0017
viral_umis:Replicate_1:Glutamatergic_Neuron:None,RP24-324L19.4,0.0015
viral_umis:Replicate_1:Glutamatergic_Neuron:None,HIST1H4H,0.0009
viral_umis:Replicate_1:Glutamatergic_Neuron:None,PPP1R16B,0.0009
viral_umis:Replicate_1:Glutamatergic_Neuron:None,HTRA3,0.0007
viral_umis:Replicate_1:Glutamatergic_Neuron:None,GM11974,0.0007
viral_umis:Replicate_1:Glutamatergic_Neuron:None,CREB5,0.0006
viral_umis:Replicate_1:Glutamatergic_Neuron:None,TGFBI,0.0006
viral_umis:Replicate_1:Glutamatergic_Neuron:None,HIST1H1C,0.0004
viral_umis:Replicate_1:Glutamatergic_Neuron:None,DYNLL2,0.0004
viral_umis:Replicate_1:Interneuron:None,DYNLL1,0.2955
viral_umis:Replicate_1:Interneuron:None,FBXO2,0.0852
viral_umis:Replicate_1:Interneuron:None,GSTM5,0.0838
viral_umis:Replicate_1:Interneuron:None,MGST3,0.0726
viral_umis:Replicate_1:Interneuron:None,CTSL,0.0666
viral_umis:Replicate_1:Interneuron:None,SST,0.0593
viral_umis:Replicate_1:Interneuron:None,SPARC,0.0463
viral_umis:Replicate_1:Interneuron:None,GPX3,0.0424
viral_umis:Replicate_1:Interneuron:None,SNCA,0.0408
viral_umis:Replicate_1:Interneuron:None,DYNLL2,0.0371
viral_umis:Replicate_1:Interneuron:None,ATP5L,0.0353
viral_umis:Replicate_1:Interneuron:None,RBP4,0.0186
viral_umis:Replicate_1:Interneuron:None,TMEM59L,0.0136
viral_umis:Replicate_1:Interneuron:None,TUBA1B,0.0122
viral_umis:Replicate_1:Interneuron:None,PAM,0.0107
viral_umis:Replicate_1:Interneuron:None,CLASP2,0.0096
viral_umis:Replicate_1:Interneuron:None,SERINC5,0.0095
viral_umis:Replicate_1:Interneuron:None,NPY,0.0086
viral_umis:Replicate_1:Interneuron:None,RAMP1,0.0084
viral_umis:Replicate_1:Interneuron:None,JUN,0.0079
viral_umis:Replicate_1:Interneuron:None,CNR1,0.0078
viral_umis:Replicate_1:Interneuron:None,BHLHE22,0.0075
viral_umis:Replicate_1:Interneuron:None,CLIC1,0.0073
viral_umis:Replicate_1:Interneuron:None,TMEM158,0.004
viral_umis:Replicate_1:Interneuron:None,MARF1,0.0028
viral_umis:Replicate_1:Interneuron:None,SPRY2,0.0025
viral_umis:Replicate_1:Interneuron:None,RPGRIP1,0.0024
viral_umis:Replicate_1:Interneuron:None,GLUD1,0.0008
viral_umis:Replicate_1:Interneuron:None,ETFA,0.0008
viral_umis:Replicate_2:None:None,DYNLL1,0.8034
viral_umis:Replicate_2:None:None,STMN4,0.0859
viral_umis:Replicate_2:None:None,MGST3,0.064
viral_umis:Replicate_2:None:None,ATP1B1,0.0105
viral_umis:Replicate_2:None:None,MPC1,0.0082
viral_umis:Replicate_2:None:None,STMN3,0.0079
viral_umis:Replicate_2:None:None,GAP43,0.0071
viral_umis:Replicate_2:None:None,GM10053,0.0053
viral_umis:Replicate_2:None:None,RAMP1,0.0032
viral_umis:Replicate_2:None:None,CAMK1,0.0026
viral_umis:Replicate_2:None:None,ITM2C,0.0019
viral_umis:Replicate_2:Astrocyte:None,DYNLL1,0.5836
viral_umis:Replicate_2:Astrocyte:None,KRTAP8-1,0.0449
viral_umis:Replicate_2:Astrocyte:None,NXPH3,0.0448
viral_umis:Replicate_2:Astrocyte:None,AMIGO2,0.0402
viral_umis:Replicate_2:Astrocyte:None,EPHA4,0.0401
viral_umis:Replicate_2:Astrocyte:None,CELF4,0.0365
viral_umis:Replicate_2:Astrocyte:None,SOX21,0.0365
viral_umis:Replicate_2:Astrocyte:None,RPH3A,0.0262
viral_umis:Replicate_2:Astrocyte:None,SYP,0.0262
viral_umis:Replicate_2:Astrocyte:None,STMN2,0.0199
viral_umis:Replicate_2:Astrocyte:None,GAP43,0.0135
viral_umis:Replicate_2:Astrocyte:None,SPRY2,0.0119
viral_umis:Replicate_2:Astrocyte:None,HDAC4,0.0092
viral_umis:Replicate_2:Astrocyte:None,ARPP21,0.0063
viral_umis:Replicate_2:Astrocyte:None,MT1,0.0061
viral_umis:Replicate_2:Astrocyte:None,GPR17,0.0054
viral_umis:Replicate_2:Astrocyte:None,BAG3,0.0053
viral_umis:Replicate_2:Astrocyte:None,AQP4,0.0053
viral_umis:Replicate_2:Astrocyte:None,SYT4,0.0051
viral_umis:Replicate_2:Astrocyte:None,ECH1,0.0041
viral_umis:Replicate_2:Astrocyte:None,BCL11B,0.0036
viral_umis:Replicate_2:Astrocyte:None,ABHD11OS,0.0031
viral_umis:Replicate_2:Astrocyte:None,KANK3,0.0031
viral_umis:Replicate_2:Astrocyte:None,GRM2,0.0029
viral_umis:Replicate_2:Astrocyte:None,LDHB,0.0029
viral_umis:Replicate_2:Astrocyte:None,HMGB2,0.0028
viral_umis:Replicate_2:Astrocyte:None,2310058D17RIK,0.0025
viral_umis:Replicate_2:Astrocyte:None,LAPTM4A,0.002
viral_umis:Replicate_2:Astrocyte:None,STMN4,0.0017
viral_umis:Replicate_2:Astrocyte:None,CTSZ,0.0017
viral_umis:Replicate_2:Astrocyte:None,GPM6B,0.0016
viral_umis:Replicate_2:Astrocyte:None,CRYAB,0.0011
viral_umis:Replicate_2:Glutamatergic_Neuron:None,DYNLL1,0.7329
viral_umis:Replicate_2:Glutamatergic_Neuron:None,STMN4,0.0593
viral_umis:Replicate_2:Glutamatergic_Neuron:None,MGST3,0.0443
viral_umis:Replicate_2:Glutamatergic_Neuron:None,UBA52,0.0431
viral_umis:Replicate_2:Glutamatergic_Neuron:None,STMN3,0.0351
viral_umis:Replicate_2:Glutamatergic_Neuron:None,LDHB,0.0132
viral_umis:Replicate_2:Glutamatergic_Neuron:None,RAB3B,0.0125
viral_umis:Replicate_2:Glutamatergic_Neuron:None,ATP1B1,0.0114
viral_umis:Replicate_2:Glutamatergic_Neuron:None,ATP5L,0.0089
viral_umis:Replicate_2:Glutamatergic_Neuron:None,CDKN1A,0.0064
viral_umis:Replicate_2:Glutamatergic_Neuron:None,NRGN,0.0056
viral_umis:Replicate_2:Glutamatergic_Neuron:None,EVI2A,0.0051
viral_umis:Replicate_2:Glutamatergic_Neuron:None,TNFRSF12A,0.0047
viral_umis:Replicate_2:Glutamatergic_Neuron:None,GSTM5,0.0042
viral_umis:Replicate_2:Glutamatergic_Neuron:None,MALAT1,0.0035
viral_umis:Replicate_2:Glutamatergic_Neuron:None,CTSL,0.0028
viral_umis:Replicate_2:Glutamatergic_Neuron:None,DNMT1,0.0021
