Category,Feature,Importance
infection_count:None:None:None,MLLT11,0.8895
infection_count:None:None:None,CCK,0.1078
infection_count:None:None:None,CD81,0.0014
infection_count:None:None:None,TPM1,0.0007
infection_count:None:None:None,1810037I17RIK,0.0005
infection_count:replicate_1:None:None,PCSK1N,0.8342
infection_count:replicate_1:None:None,PPP2R2B,0.0914
infection_count:replicate_1:None:None,PLPPR4,0.0194
infection_count:replicate_1:None:None,MEF2C,0.0106
infection_count:replicate_1:None:None,CALY,0.0077
infection_count:replicate_1:None:None,SLC1A2,0.0055
infection_count:replicate_1:None:None,CALM2,0.0052
infection_count:replicate_1:None:None,SELENOM,0.0046
infection_count:replicate_1:None:None,CSMD1,0.0045
infection_count:replicate_1:None:None,STMN2,0.0033
infection_count:replicate_1:None:None,KCNMA1,0.0025
infection_count:replicate_1:None:None,PRKCB,0.0023
infection_count:replicate_1:None:None,PTPRK,0.0022
infection_count:replicate_1:None:None,PRKCE,0.0021
infection_count:replicate_1:None:None,SERP2,0.0016
infection_count:replicate_1:None:None,NRGN,0.0014
infection_count:replicate_1:None:None,STMN3,0.0011
infection_count:replicate_1:None:None,LINGO2,0.0005
infection_count:replicate_1:Excitatory:None,TUBA1B,0.446
infection_count:replicate_1:Excitatory:None,TTC9B,0.1187
infection_count:replicate_1:Excitatory:None,NUDT4,0.0851
infection_count:replicate_1:Excitatory:None,MLLT11,0.0783
infection_count:replicate_1:Excitatory:None,CKB,0.04
infection_count:replicate_1:Excitatory:None,CAMK2N2,0.0386
infection_count:replicate_1:Excitatory:None,DNAJC15,0.0206
infection_count:replicate_1:Excitatory:None,GNG5,0.0136
infection_count:replicate_1:Excitatory:None,RAMP1,0.0106
infection_count:replicate_1:Excitatory:None,FBXO41,0.0094
infection_count:replicate_1:Excitatory:None,RASGRP1,0.0087
infection_count:replicate_1:Excitatory:None,TUBA4A,0.007
infection_count:replicate_1:Excitatory:None,HSPB3,0.007
infection_count:replicate_1:Excitatory:None,NECTIN3,0.0061
infection_count:replicate_1:Excitatory:None,VSTM2L,0.006
infection_count:replicate_1:Excitatory:None,GFRA4,0.0058
infection_count:replicate_1:Excitatory:None,PAK6,0.0057
infection_count:replicate_1:Excitatory:None,PPP1R18,0.0057
infection_count:replicate_1:Excitatory:None,TMEM100,0.0055
infection_count:replicate_1:Excitatory:None,MYO10,0.0055
infection_count:replicate_1:Excitatory:None,BEGAIN,0.0054
infection_count:replicate_1:Excitatory:None,A830029E22RIK,0.0053
infection_count:replicate_1:Excitatory:None,RELL2,0.0052
infection_count:replicate_1:Excitatory:None,TMEM47,0.0051
infection_count:replicate_1:Excitatory:None,TPPP3,0.005
infection_count:replicate_1:Excitatory:None,FABP7,0.005
infection_count:replicate_1:Excitatory:None,GM20754,0.0048
infection_count:replicate_1:Excitatory:None,FAM163B,0.0047
infection_count:replicate_1:Excitatory:None,DNAI1,0.0046
infection_count:replicate_1:Excitatory:None,NCAN,0.0044
infection_count:replicate_1:Excitatory:None,CDH9,0.0042
infection_count:replicate_1:Excitatory:None,MAPK11,0.0042
infection_count:replicate_1:Excitatory:None,PRICKLE1,0.0042
infection_count:replicate_1:Excitatory:None,D5ERTD615E,0.004
infection_count:replicate_1:Excitatory:None,GM25431,0.0038
infection_count:replicate_1:Excitatory:None,PPFIA2,0.0036
infection_count:replicate_1:Excitatory:None,RGS17,0.0027
infection_count:replicate_1:Inhibitory:None,CALM2,0.7917
infection_count:replicate_1:Inhibitory:None,CKB,0.0717
infection_count:replicate_1:Inhibitory:None,CNTNAP2,0.0529
infection_count:replicate_1:Inhibitory:None,MYO16,0.052
infection_count:replicate_1:Inhibitory:None,CSPG5,0.0254
infection_count:replicate_1:Inhibitory:None,LRRTM4,0.0063
infection_count:replicate_2:None:None,PCSK1N,0.5471
infection_count:replicate_2:None:None,SNCA,0.2288
infection_count:replicate_2:None:None,CALM2,0.1608
infection_count:replicate_2:None:None,NRGN,0.0175
infection_count:replicate_2:None:None,PLPPR4,0.0156
infection_count:replicate_2:None:None,ATP1B1,0.0126
infection_count:replicate_2:None:None,CX3CL1,0.0051
infection_count:replicate_2:None:None,HMGN2,0.0045
infection_count:replicate_2:None:None,YWHAH,0.0034
infection_count:replicate_2:None:None,RPRML,0.0026
infection_count:replicate_2:None:None,CALY,0.0021
infection_count:replicate_2:Excitatory:None,MLLT11,0.4201
infection_count:replicate_2:Excitatory:None,TTC9B,0.413
infection_count:replicate_2:Excitatory:None,MT3,0.0281
infection_count:replicate_2:Excitatory:None,DBPHT2,0.0177
infection_count:replicate_2:Excitatory:None,TBC1D4,0.014
infection_count:replicate_2:Excitatory:None,FABP7,0.0093
infection_count:replicate_2:Excitatory:None,ID2,0.0084
infection_count:replicate_2:Excitatory:None,ADCYAP1,0.0073
infection_count:replicate_2:Excitatory:None,HS3ST4,0.0063
infection_count:replicate_2:Excitatory:None,GSTM1,0.006
infection_count:replicate_2:Excitatory:None,GNAI1,0.0057
infection_count:replicate_2:Excitatory:None,GNG13,0.0055
infection_count:replicate_2:Excitatory:None,CACNG4,0.0054
infection_count:replicate_2:Excitatory:None,NDRG2,0.0049
infection_count:replicate_2:Excitatory:None,VGF,0.0048
infection_count:replicate_2:Excitatory:None,H2BC4,0.0043
infection_count:replicate_2:Excitatory:None,GM16083,0.0042
infection_count:replicate_2:Excitatory:None,GM19410,0.0042
infection_count:replicate_2:Excitatory:None,2900027M19RIK,0.0038
infection_count:replicate_2:Excitatory:None,TGFB2,0.0037
infection_count:replicate_2:Excitatory:None,JUNB,0.0036
infection_count:replicate_2:Excitatory:None,ABLIM3,0.0036
infection_count:replicate_2:Excitatory:None,POU6F2,0.0032
infection_count:replicate_2:Excitatory:None,A830031A19RIK,0.0029
infection_count:replicate_2:Excitatory:None,SLITRK4,0.0028
infection_count:replicate_2:Excitatory:None,SLITRK1,0.0028
infection_count:replicate_2:Excitatory:None,SV2A,0.0022
infection_count:replicate_2:Excitatory:None,5830417I10RIK,0.0019
infection_count:replicate_2:Inhibitory:None,PCSK1N,0.3484
infection_count:replicate_2:Inhibitory:None,CAMK2B,0.2587
infection_count:replicate_2:Inhibitory:None,CHCHD10,0.1607
infection_count:replicate_2:Inhibitory:None,PLPPR4,0.1452
infection_count:replicate_2:Inhibitory:None,CHL1,0.0308
infection_count:replicate_2:Inhibitory:None,CALM2,0.0307
infection_count:replicate_2:Inhibitory:None,NRGN,0.0096
infection_count:replicate_2:Inhibitory:None,SNAP25,0.0069
infection_count:replicate_2:Inhibitory:None,ATP2B1,0.0051
infection_count:replicate_2:Inhibitory:None,RPRML,0.0039
infection_count:replicate_3:None:None,PPP2R2C,0.4711
infection_count:replicate_3:None:None,KIF5C,0.2567
infection_count:replicate_3:None:None,SYP,0.087
infection_count:replicate_3:None:None,GAP43,0.0428
infection_count:replicate_3:None:None,NRGN,0.021
infection_count:replicate_3:None:None,CCK,0.0188
infection_count:replicate_3:None:None,ASNS,0.0158
infection_count:replicate_3:None:None,PRDX1,0.0148
infection_count:replicate_3:None:None,CAMKV,0.014
infection_count:replicate_3:None:None,MT2,0.0093
infection_count:replicate_3:None:None,GLP2R,0.0074
infection_count:replicate_3:None:None,LIN7B,0.007
infection_count:replicate_3:None:None,MEF2C,0.0066
infection_count:replicate_3:None:None,STMN2,0.0061
infection_count:replicate_3:None:None,ADCY1,0.0047
infection_count:replicate_3:None:None,IGFBP5,0.0036
infection_count:replicate_3:None:None,CST3,0.0036
infection_count:replicate_3:None:None,PCP4,0.0029
infection_count:replicate_3:None:None,ADD3,0.002
infection_count:replicate_3:None:None,PTPRN,0.0016
infection_count:replicate_3:None:None,FILIP1L,0.0012
infection_count:replicate_3:None:None,SYT1,0.0011
infection_count:replicate_3:None:None,STMN4,0.001
infection_count:replicate_3:Excitatory:None,TUBB4B,0.3724
infection_count:replicate_3:Excitatory:None,TUBA1B,0.2428
infection_count:replicate_3:Excitatory:None,CDK5R2,0.2193
infection_count:replicate_3:Excitatory:None,NEFM,0.0499
infection_count:replicate_3:Excitatory:None,CHCHD10,0.0204
infection_count:replicate_3:Excitatory:None,H2BC4,0.0204
infection_count:replicate_3:Excitatory:None,HPCAL4,0.0196
infection_count:replicate_3:Excitatory:None,GNG13,0.014
infection_count:replicate_3:Excitatory:None,EBF1,0.0093
infection_count:replicate_3:Excitatory:None,ATF5,0.008
infection_count:replicate_3:Excitatory:None,PAQR9,0.0067
infection_count:replicate_3:Excitatory:None,NRIP3,0.0056
infection_count:replicate_3:Excitatory:None,IGFBPL1,0.0047
infection_count:replicate_3:Excitatory:None,CCN3,0.0039
infection_count:replicate_3:Excitatory:None,LRRN1,0.0011
infection_count:replicate_3:Excitatory:None,SOSTDC1,0.0009
infection_count:replicate_3:Excitatory:None,MAGEE2,0.0009
infection_count:replicate_3:Inhibitory:None,CALM2,0.4398
infection_count:replicate_3:Inhibitory:None,PCSK1N,0.1426
infection_count:replicate_3:Inhibitory:None,GRIN2B,0.1258
infection_count:replicate_3:Inhibitory:None,MT3,0.1103
infection_count:replicate_3:Inhibitory:None,CKB,0.0553
infection_count:replicate_3:Inhibitory:None,NDRG4,0.0399
infection_count:replicate_3:Inhibitory:None,CRYAB,0.0124
infection_count:replicate_3:Inhibitory:None,SNAP25,0.0066
infection_count:replicate_3:Inhibitory:None,GRM5,0.006
infection_count:replicate_3:Inhibitory:None,SOX5,0.0057
infection_count:replicate_3:Inhibitory:None,MT2,0.0056
infection_count:replicate_3:Inhibitory:None,CST3,0.005
infection_count:replicate_3:Inhibitory:None,PRKCB,0.0048
infection_count:replicate_3:Inhibitory:None,ATP1B1,0.0048
infection_count:replicate_3:Inhibitory:None,SELENOM,0.0046
infection_count:replicate_3:Inhibitory:None,CTSB,0.0044
infection_count:replicate_3:Inhibitory:None,PLCB1,0.0042
infection_count:replicate_3:Inhibitory:None,OAT,0.004
infection_count:replicate_3:Inhibitory:None,H2AZ1,0.0038
infection_count:replicate_3:Inhibitory:None,BRINP3,0.0037
infection_count:replicate_3:Inhibitory:None,DLG2,0.0034
infection_count:replicate_3:Inhibitory:None,MEG3,0.0033
infection_count:replicate_3:Inhibitory:None,HMGCS1,0.0026
infection_count:replicate_3:Inhibitory:None,TEX15,0.0015
aav1:None:None:None,MLLT11,0.9197
aav1:None:None:None,CST3,0.0544
aav1:None:None:None,C630031E19RIK,0.0091
aav1:None:None:None,GM10558,0.009
aav1:None:None:None,ARHGAP20OS,0.0066
aav1:None:None:None,GM42989,0.0012
aav1:replicate_1:None:None,PCSK1N,0.7719
aav1:replicate_1:None:None,SELENOM,0.0872
aav1:replicate_1:None:None,CAMK2D,0.0669
aav1:replicate_1:None:None,ITGBL1,0.064
aav1:replicate_1:None:None,TMEM132D,0.0072
aav1:replicate_1:None:None,4933413L06RIK,0.0027
aav1:replicate_1:Excitatory:None,CST3,0.5592
aav1:replicate_1:Excitatory:None,H4C4,0.1058
aav1:replicate_1:Excitatory:None,CD24A,0.0769
aav1:replicate_1:Excitatory:None,CHCHD10,0.0654
aav1:replicate_1:Excitatory:None,4921511I17RIK,0.0353
aav1:replicate_1:Excitatory:None,GM25431,0.027
aav1:replicate_1:Excitatory:None,C230057M02RIK,0.0249
aav1:replicate_1:Excitatory:None,GPR18,0.0242
aav1:replicate_1:Excitatory:None,ITGBL1,0.0143
aav1:replicate_1:Excitatory:None,STARD9,0.0132
aav1:replicate_1:Excitatory:None,GM36198,0.0121
aav1:replicate_1:Excitatory:None,UNC13C,0.0101
aav1:replicate_1:Excitatory:None,BCL11B,0.0067
aav1:replicate_1:Excitatory:None,CELF4,0.0058
aav1:replicate_1:Excitatory:None,TMEM91,0.0054
aav1:replicate_1:Excitatory:None,DCX,0.005
aav1:replicate_1:Excitatory:None,BHLHE22,0.0047
aav1:replicate_1:Excitatory:None,EPHA3,0.0039
aav1:replicate_2:None:None,SELENOM,0.9227
aav1:replicate_2:None:None,GM48747,0.0436
aav1:replicate_2:None:None,FGF9,0.0075
aav1:replicate_2:None:None,CHCHD10,0.0062
aav1:replicate_2:None:None,FANCC,0.0058
aav1:replicate_2:None:None,A230004M16RIK,0.0032
aav1:replicate_2:None:None,GM9831,0.0027
aav1:replicate_2:None:None,TAC1,0.0021
aav1:replicate_2:None:None,NELL1,0.0014
aav1:replicate_2:None:None,SGTB,0.001
aav1:replicate_2:None:None,NTM,0.001
aav1:replicate_2:None:None,UST,0.0009
aav1:replicate_2:None:None,GM14004,0.0008
aav1:replicate_2:None:None,GM1604A,0.0007
aav1:replicate_2:None:None,MIR124-2HG,0.0003
aav1:replicate_2:Excitatory:None,H2AZ1,0.39
aav1:replicate_2:Excitatory:None,PRDX1,0.1247
aav1:replicate_2:Excitatory:None,ZFP90,0.0964
aav1:replicate_2:Excitatory:None,NUDT4,0.0647
aav1:replicate_2:Excitatory:None,GM37534,0.0512
aav1:replicate_2:Excitatory:None,GM16093,0.0416
aav1:replicate_2:Excitatory:None,TTC9B,0.0337
aav1:replicate_2:Excitatory:None,MT3,0.0307
aav1:replicate_2:Excitatory:None,GM37363,0.0288
aav1:replicate_2:Excitatory:None,ZFP948,0.0165
aav1:replicate_2:Excitatory:None,NFE2L2,0.0148
aav1:replicate_2:Excitatory:None,HGSNAT,0.0146
aav1:replicate_2:Excitatory:None,ZFP955A,0.0139
aav1:replicate_2:Excitatory:None,LRBA,0.0119
aav1:replicate_2:Excitatory:None,UEVLD,0.0119
aav1:replicate_2:Excitatory:None,EFCAB5,0.0113
aav1:replicate_2:Excitatory:None,BAZ1A,0.0096
aav1:replicate_2:Excitatory:None,SYN2,0.0082
aav1:replicate_2:Excitatory:None,S100A10,0.0064
aav1:replicate_2:Excitatory:None,HPCA,0.0057
aav1:replicate_2:Excitatory:None,GOLGA7B,0.0034
aav1:replicate_2:Excitatory:None,ATP6V0E,0.0024
aav1:replicate_2:Excitatory:None,LAMP1,0.0022
aav1:replicate_2:Excitatory:None,CDKN1A,0.0019
aav1:replicate_2:Excitatory:None,VIM,0.0011
aav1:replicate_2:Excitatory:None,PENK,0.0011
aav1:replicate_2:Excitatory:None,ITM2C,0.001
aav1:replicate_2:Excitatory:None,TUBA4A,0.0002
aav1:replicate_3:None:None,SYP,0.8783
aav1:replicate_3:None:None,MLLT11,0.0458
aav1:replicate_3:None:None,CST3,0.0249
aav1:replicate_3:None:None,NRGN,0.0223
aav1:replicate_3:None:None,H2AZ1,0.0078
aav1:replicate_3:None:None,C630031E19RIK,0.0042
aav1:replicate_3:None:None,GM42989,0.0034
aav1:replicate_3:None:None,ALDOC,0.002
aav1:replicate_3:None:None,FABP7,0.0019
aav1:replicate_3:None:None,LIN7B,0.0013
aav1:replicate_3:None:None,GRIK4,0.0013
aav1:replicate_3:None:None,ZFP933,0.0012
aav1:replicate_3:None:None,NR3C2,0.0012
aav1:replicate_3:None:None,GM27003,0.0012
aav1:replicate_3:None:None,CADM1,0.0011
aav1:replicate_3:None:None,H2BC27,0.0011
aav1:replicate_3:None:None,CRPPA,0.001
aav1:replicate_3:Excitatory:None,CHCHD10,0.1969
aav1:replicate_3:Excitatory:None,SPARCL1,0.1767
aav1:replicate_3:Excitatory:None,PRDX1,0.1406
aav1:replicate_3:Excitatory:None,MLLT11,0.1114
aav1:replicate_3:Excitatory:None,SCD2,0.0474
aav1:replicate_3:Excitatory:None,H2BC4,0.0417
aav1:replicate_3:Excitatory:None,NAP1L5,0.0349
aav1:replicate_3:Excitatory:None,HS3ST4,0.024
aav1:replicate_3:Excitatory:None,RELL2,0.0165
aav1:replicate_3:Excitatory:None,DSCAM,0.0163
aav1:replicate_3:Excitatory:None,TRIM46,0.0148
aav1:replicate_3:Excitatory:None,PTPRT,0.0146
aav1:replicate_3:Excitatory:None,GABRA2,0.0137
aav1:replicate_3:Excitatory:None,FABP7,0.0103
aav1:replicate_3:Excitatory:None,GM12064,0.0098
aav1:replicate_3:Excitatory:None,SEMA6D,0.0094
aav1:replicate_3:Excitatory:None,TLE4,0.0092
aav1:replicate_3:Excitatory:None,STXBP5L,0.0081
aav1:replicate_3:Excitatory:None,SLIT3,0.0079
aav1:replicate_3:Excitatory:None,NPY1R,0.0079
aav1:replicate_3:Excitatory:None,ZFP46,0.0078
aav1:replicate_3:Excitatory:None,NPTX1,0.0074
aav1:replicate_3:Excitatory:None,PRKCG,0.007
aav1:replicate_3:Excitatory:None,SEZ6L,0.0063
aav1:replicate_3:Excitatory:None,SYNE1,0.0062
aav1:replicate_3:Excitatory:None,UNC5C,0.0062
aav1:replicate_3:Excitatory:None,CNIH3,0.0062
aav1:replicate_3:Excitatory:None,CCND2,0.0062
aav1:replicate_3:Excitatory:None,EGR3,0.0061
aav1:replicate_3:Excitatory:None,HS3ST2,0.0052
aav1:replicate_3:Excitatory:None,LXN,0.0043
aav1:replicate_3:Excitatory:None,GM37340,0.0042
aav1:replicate_3:Excitatory:None,ASRGL1,0.0042
aav1:replicate_3:Excitatory:None,GPR22,0.0037
aav1:replicate_3:Excitatory:None,GSTA4,0.0036
aav1:replicate_3:Excitatory:None,GFRA4,0.0031
aav1:replicate_3:Inhibitory:None,CST3,0.8283
aav1:replicate_3:Inhibitory:None,CALY,0.1003
aav1:replicate_3:Inhibitory:None,CAR10,0.0179
aav1:replicate_3:Inhibitory:None,KIF4,0.0136
aav1:replicate_3:Inhibitory:None,CAMK2A,0.0094
aav1:replicate_3:Inhibitory:None,GFAP,0.0081
aav1:replicate_3:Inhibitory:None,FRMPD4,0.0044
aav1:replicate_3:Inhibitory:None,GINS2,0.003
aav1:replicate_3:Inhibitory:None,FBXO5,0.0027
aav1:replicate_3:Inhibitory:None,DLGAP2,0.0027
aav1:replicate_3:Inhibitory:None,PPP2R2B,0.0025
aav1:replicate_3:Inhibitory:None,MCM3,0.0024
aav1:replicate_3:Inhibitory:None,GM10785,0.0011
aav1:replicate_3:Inhibitory:None,QKI,0.001
aav1:replicate_3:Inhibitory:None,GM43071,0.0009
aav1:replicate_3:Inhibitory:None,H2AZ1,0.0008
aav1:replicate_3:Inhibitory:None,LRRC8DOS,0.0007
aav2:replicate_1:Excitatory:None,NNMT,0.4626
aav2:replicate_1:Excitatory:None,GPC6,0.1932
aav2:replicate_1:Excitatory:None,SPARCL1,0.0947
aav2:replicate_1:Excitatory:None,PDYN,0.0649
aav2:replicate_1:Excitatory:None,GRIK4,0.0639
aav2:replicate_1:Excitatory:None,TOX,0.0255
aav2:replicate_1:Excitatory:None,UTRN,0.0157
aav2:replicate_1:Excitatory:None,HAPLN1,0.0151
aav2:replicate_1:Excitatory:None,ALCAM,0.0143
aav2:replicate_1:Excitatory:None,GM5468,0.014
aav2:replicate_1:Excitatory:None,NPAS2,0.013
aav2:replicate_1:Excitatory:None,XKR4,0.0121
aav2:replicate_1:Excitatory:None,GM44559,0.0109
aav2:replicate_2:Excitatory:None,LHX2,0.7819
aav2:replicate_2:Excitatory:None,GM45159,0.1497
aav2:replicate_2:Excitatory:None,IRS1,0.0462
aav2:replicate_2:Excitatory:None,ADCYAP1,0.0121
aav2:replicate_2:Excitatory:None,LMO1,0.01
aav2:replicate_3:Excitatory:None,A830029E22RIK,0.3725
aav2:replicate_3:Excitatory:None,GSTA4,0.2288
aav2:replicate_3:Excitatory:None,GNG5,0.1132
aav2:replicate_3:Excitatory:None,GM43320,0.064
aav2:replicate_3:Excitatory:None,MAN2A1,0.0416
aav2:replicate_3:Excitatory:None,LRFN2,0.0342
aav2:replicate_3:Excitatory:None,AQP4,0.0248
aav2:replicate_3:Excitatory:None,HEPACAM,0.0219
aav2:replicate_3:Excitatory:None,RBP1,0.0163
aav2:replicate_3:Excitatory:None,ATP8A2,0.0155
aav2:replicate_3:Excitatory:None,RNF150,0.0145
aav2:replicate_3:Excitatory:None,RAMP1,0.0119
aav2:replicate_3:Excitatory:None,BRINP3,0.0114
aav2:replicate_3:Excitatory:None,TMEM47,0.0082
aav2:replicate_3:Excitatory:None,SLC36A4,0.0081
aav2:replicate_3:Excitatory:None,S100A6,0.0071
aav2:replicate_3:Excitatory:None,EDNRB,0.006
aav6:None:None:None,MLLT11,0.8529
aav6:None:None:None,PRDX1,0.0436
aav6:None:None:None,TPM1,0.0235
aav6:None:None:None,CYP7B1,0.0219
aav6:None:None:None,GM37677,0.0199
aav6:None:None:None,MPP7,0.0148
aav6:None:None:None,GM42484,0.0071
aav6:None:None:None,RSPO3,0.0052
aav6:None:None:None,HMGN2,0.004
aav6:None:None:None,DRAXIN,0.0024
aav6:None:None:None,SHB,0.0024
aav6:None:None:None,CCK,0.0024
aav6:replicate_1:Excitatory:None,FKBP1B,0.3081
aav6:replicate_1:Excitatory:None,ID2,0.1393
aav6:replicate_1:Excitatory:None,CCK,0.0865
aav6:replicate_1:Excitatory:None,KLHL15,0.0539
aav6:replicate_1:Excitatory:None,ZFP212,0.0487
aav6:replicate_1:Excitatory:None,ZFP90,0.0389
aav6:replicate_1:Excitatory:None,FOXP1,0.0378
aav6:replicate_1:Excitatory:None,LYSMD4,0.0363
aav6:replicate_1:Excitatory:None,ZDHHC13,0.0282
aav6:replicate_1:Excitatory:None,MT3,0.0266
aav6:replicate_1:Excitatory:None,ZFP804B,0.0225
aav6:replicate_1:Excitatory:None,GM47512,0.019
aav6:replicate_1:Excitatory:None,2810455O05RIK,0.0184
aav6:replicate_1:Excitatory:None,GM49069,0.0181
aav6:replicate_1:Excitatory:None,SEMA6C,0.0175
aav6:replicate_1:Excitatory:None,MT-ND6,0.0171
aav6:replicate_1:Excitatory:None,GM16351,0.0159
aav6:replicate_1:Excitatory:None,GM11508,0.0148
aav6:replicate_1:Excitatory:None,ZFYVE28,0.014
aav6:replicate_1:Excitatory:None,CARTPT,0.0133
aav6:replicate_1:Excitatory:None,NXPH1,0.0092
aav6:replicate_1:Excitatory:None,GM19410,0.0055
aav6:replicate_1:Excitatory:None,BMP3,0.0045
aav6:replicate_1:Excitatory:None,SOCS2,0.0032
aav6:replicate_1:Excitatory:None,DCX,0.0026
aav6:replicate_2:Excitatory:None,RPH3A,0.3823
aav6:replicate_2:Excitatory:None,DLGAP1,0.1881
aav6:replicate_2:Excitatory:None,CRPPA,0.1811
aav6:replicate_2:Excitatory:None,TGFB2,0.0826
aav6:replicate_2:Excitatory:None,GM37452,0.0766
aav6:replicate_2:Excitatory:None,H2AZ1,0.0285
aav6:replicate_2:Excitatory:None,CCDC82,0.0179
aav6:replicate_2:Excitatory:None,4930473A02RIK,0.013
aav6:replicate_2:Excitatory:None,FAR1OS,0.0104
aav6:replicate_2:Excitatory:None,NETO1,0.0072
aav6:replicate_2:Excitatory:None,DCN,0.0059
aav6:replicate_2:Excitatory:None,FHL2,0.0022
aav6:replicate_2:Excitatory:None,CLSTN2,0.002
aav6:replicate_2:Excitatory:None,CWF19L1,0.0012
aav6:replicate_2:Excitatory:None,LGI1,0.0009
aav6:replicate_3:None:None,GLP2R,0.9301
aav6:replicate_3:None:None,TRAF3IP2,0.0116
aav6:replicate_3:None:None,GM10033,0.0099
aav6:replicate_3:None:None,SLIT1,0.0079
aav6:replicate_3:None:None,MT2,0.0067
aav6:replicate_3:None:None,RAB40B,0.005
aav6:replicate_3:None:None,GSTM1,0.0038
aav6:replicate_3:None:None,ALDOC,0.0033
aav6:replicate_3:None:None,FABP7,0.0027
aav6:replicate_3:None:None,CENPH,0.0023
aav6:replicate_3:None:None,SLC26A8,0.0023
aav6:replicate_3:None:None,MAML2,0.0022
aav6:replicate_3:None:None,BRD8DC,0.0021
aav6:replicate_3:None:None,GPR18,0.0018
aav6:replicate_3:None:None,GM13269,0.0018
aav6:replicate_3:None:None,GLUL,0.0018
aav6:replicate_3:None:None,GM42991,0.0017
aav6:replicate_3:None:None,GFAP,0.0016
aav6:replicate_3:None:None,CALB1,0.0015
aav6:replicate_3:Excitatory:None,H2AZ1,0.5316
aav6:replicate_3:Excitatory:None,CHCHD10,0.185
aav6:replicate_3:Excitatory:None,MT3,0.0514
aav6:replicate_3:Excitatory:None,CCK,0.0449
aav6:replicate_3:Excitatory:None,RAMP1,0.038
aav6:replicate_3:Excitatory:None,GSTCD,0.0248
aav6:replicate_3:Excitatory:None,GM32509,0.0227
aav6:replicate_3:Excitatory:None,9430091E24RIK,0.0224
aav6:replicate_3:Excitatory:None,MASP1,0.0179
aav6:replicate_3:Excitatory:None,MT2,0.0148
aav6:replicate_3:Excitatory:None,BCL11B,0.01
aav6:replicate_3:Excitatory:None,GM44559,0.0091
aav6:replicate_3:Excitatory:None,KIF13A,0.0076
aav6:replicate_3:Excitatory:None,TRAF3IP2,0.007
aav6:replicate_3:Excitatory:None,GSTA4,0.0045
aav6:replicate_3:Excitatory:None,CADPS2,0.0042
aav6:replicate_3:Excitatory:None,GNAI1,0.004
aav6:replicate_3:Inhibitory:None,MT3,0.9384
aav6:replicate_3:Inhibitory:None,BMP2K,0.0326
aav6:replicate_3:Inhibitory:None,SLC44A5,0.0157
aav6:replicate_3:Inhibitory:None,COL25A1,0.013
aav6:replicate_3:Inhibitory:None,PTPRR,0.0004
aav7:None:None:None,MLLT11,0.9242
aav7:None:None:None,RSF1OS1,0.0315
aav7:None:None:None,CRYAB,0.031
aav7:None:None:None,GM45435,0.0067
aav7:None:None:None,GM42583,0.0044
aav7:None:None:None,A230085B16RIK,0.0023
aav7:replicate_1:Excitatory:None,POU3F1,0.4675
aav7:replicate_1:Excitatory:None,ASCC1,0.0814
aav7:replicate_1:Excitatory:None,SNTG1,0.0754
aav7:replicate_1:Excitatory:None,MT3,0.0543
aav7:replicate_1:Excitatory:None,AP4E1,0.0353
aav7:replicate_1:Excitatory:None,CDH12,0.033
aav7:replicate_1:Excitatory:None,LRRTM1,0.029
aav7:replicate_1:Excitatory:None,S100A10,0.0284
aav7:replicate_1:Excitatory:None,FKBP1B,0.0262
aav7:replicate_1:Excitatory:None,GPR88,0.0217
aav7:replicate_1:Excitatory:None,NRSN1,0.0178
aav7:replicate_1:Excitatory:None,ATG4A,0.017
aav7:replicate_1:Excitatory:None,DACT2,0.0161
aav7:replicate_1:Excitatory:None,NR4A1,0.0154
aav7:replicate_1:Excitatory:None,ZFP668,0.0153
aav7:replicate_1:Excitatory:None,CSGALNACT1,0.0143
aav7:replicate_1:Excitatory:None,C130089K02RIK,0.0141
aav7:replicate_1:Excitatory:None,DBPHT2,0.0072
aav7:replicate_1:Excitatory:None,PCP4,0.0071
aav7:replicate_1:Excitatory:None,EPHA6,0.0067
aav7:replicate_1:Excitatory:None,YJEFN3,0.0063
aav7:replicate_1:Excitatory:None,RGS17,0.0063
aav7:replicate_1:Excitatory:None,PTPRG,0.0041
aav7:replicate_2:Excitatory:None,S100A10,0.6499
aav7:replicate_2:Excitatory:None,GM45264,0.0953
aav7:replicate_2:Excitatory:None,GM16105,0.0841
aav7:replicate_2:Excitatory:None,MPPED1,0.059
aav7:replicate_2:Excitatory:None,FKBP1B,0.0355
aav7:replicate_2:Excitatory:None,GM57446,0.0287
aav7:replicate_2:Excitatory:None,CXCL14,0.0218
aav7:replicate_2:Excitatory:None,MARCHF4,0.0137
aav7:replicate_2:Excitatory:None,NDST4,0.0019
aav7:replicate_2:Excitatory:None,GAREM1,0.0018
aav7:replicate_2:Excitatory:None,REM2,0.0018
aav7:replicate_2:Excitatory:None,ARMH4,0.0018
aav7:replicate_2:Excitatory:None,NTNG1,0.0016
aav7:replicate_2:Excitatory:None,GCLM,0.0015
aav7:replicate_2:Excitatory:None,PIEZO2,0.001
aav7:replicate_2:Excitatory:None,ERN1,0.0006
aav7:replicate_3:None:None,STMN2,0.9426
aav7:replicate_3:None:None,GPR18,0.0085
aav7:replicate_3:None:None,DLC1,0.008
aav7:replicate_3:None:None,TAFA2,0.0066
aav7:replicate_3:None:None,IGFBP5,0.0039
aav7:replicate_3:None:None,D630033A02RIK,0.0038
