Annotation,cell_class,Max_TopStruct,NT_binary,Meta_Class,Annotation Reduced,Anno + Topstruct,Anno + Topstruct + Layer
Ex_Slc30a3_Teddm3_1,neuron,MB,VGLUT1_VGLUT2,MC_44:Cortical and piriform upper layer neurons,Ex_Slc30a3_Teddm3,Ex_Slc30a3_Teddm3_MB,Ex_Slc30a3_Teddm3_MB
Ex_Slc30a3_Teddm3_2,neuron,,VGLUT1_VGLUT2,MC_44:Cortical and piriform upper layer neurons,Ex_Slc30a3_Teddm3,Ex_Slc30a3_Teddm3,Ex_Slc30a3_Teddm3
Ex_Slc30a3_Teddm3_3,neuron,Isocortex,VGLUT1,MC_44:Cortical and piriform upper layer neurons,Ex_Slc30a3_Teddm3,Ex_Slc30a3_Teddm3_Isocortex,Ex_Slc30a3_Teddm3_Isocortex
Ex_Slc30a3_Teddm3_4,neuron,,VGLUT1_VGLUT2,MC_44:Cortical and piriform upper layer neurons,Ex_Slc30a3_Teddm3,Ex_Slc30a3_Teddm3,Ex_Slc30a3_Teddm3
Ex_Slc30a3_Teddm3_5,neuron,HY,VGLUT1_VGLUT2,MC_44:Cortical and piriform upper layer neurons,Ex_Slc30a3_Teddm3,Ex_Slc30a3_Teddm3_HY,Ex_Slc30a3_Teddm3_HY
Ex_Plcg2_Traf1_1,neuron,Isocortex,VGLUT1_VGLUT2,MC_44:Cortical and piriform upper layer neurons,Ex_Plcg2_Traf1,Ex_Plcg2_Traf1_Isocortex,Ex_Plcg2_Traf1_Isocortex
Ex_Plcg2_Traf1_2,neuron,,VGLUT1_VGLUT2,MC_44:Cortical and piriform upper layer neurons,Ex_Plcg2_Traf1,Ex_Plcg2_Traf1,Ex_Plcg2_Traf1
Ex_Plcg2_Ret_1,neuron,MB,VGLUT1_VGLUT2,MC_44:Cortical and piriform upper layer neurons,Ex_Plcg2_Ret,Ex_Plcg2_Ret_MB,Ex_Plcg2_Ret_MB
Ex_Plcg2_Ret_2,neuron,Isocortex,VGLUT1_VGLUT2,MC_44:Cortical and piriform upper layer neurons,Ex_Plcg2_Ret,Ex_Plcg2_Ret_Isocortex,Ex_Plcg2_Ret_Isocortex
Ex_Slc30a3_Teddm3_6,neuron,Isocortex,VGLUT1_VGLUT2,MC_44:Cortical and piriform upper layer neurons,Ex_Slc30a3_Teddm3,Ex_Slc30a3_Teddm3_Isocortex,Ex_Slc30a3_Teddm3_Isocortex
Ex_Foxp2_C130074G19Rik_1,neuron,MB,VGLUT1_VGLUT2,MC_44:Cortical and piriform upper layer neurons,Ex_Foxp2_C130074G19Rik,Ex_Foxp2_C130074G19Rik_MB,Ex_Foxp2_C130074G19Rik_MB
Ex_Foxp2_C130074G19Rik_2,neuron,,VGLUT1_VGLUT2,MC_44:Cortical and piriform upper layer neurons,Ex_Foxp2_C130074G19Rik,Ex_Foxp2_C130074G19Rik,Ex_Foxp2_C130074G19Rik
Ex_Foxp2_C130074G19Rik_3,neuron,Isocortex,VGLUT1_VGLUT2,MC_44:Cortical and piriform upper layer neurons,Ex_Foxp2_C130074G19Rik,Ex_Foxp2_C130074G19Rik_Isocortex,Ex_Foxp2_C130074G19Rik_Isocortex
Ex_Foxp2_Dsc3,neuron,HPF,VGLUT1_VGLUT2,MC_43:Upper layer excitatory neurons (primarily entorhinal and subicular),Ex_Foxp2_Dsc3,Ex_Foxp2_Dsc3_HPF,Ex_Foxp2_Dsc3_HPF
Ex_Fezf2_Cpa6,neuron,Isocortex,VGLUT1,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Cpa6,Ex_Fezf2_Cpa6_Isocortex,Ex_Fezf2_Cpa6_Isocortex
Ex_Foxp2_Col12a1_Ddo,neuron,Isocortex,VGLUT1,MC_31:Lower layer isocortical neurons,Ex_Foxp2_Col12a1_Ddo,Ex_Foxp2_Col12a1_Ddo_Isocortex,Ex_Foxp2_Col12a1_Ddo_Isocortex
Ex_Foxp2_Col12a1_Nxph1,neuron,Isocortex,VGLUT1,MC_31:Lower layer isocortical neurons,Ex_Foxp2_Col12a1_Nxph1,Ex_Foxp2_Col12a1_Nxph1_Isocortex,Ex_Foxp2_Col12a1_Nxph1_Isocortex
Ex_Foxp2_Col5a1,neuron,Isocortex,VGLUT1,MC_31:Lower layer isocortical neurons,Ex_Foxp2_Col5a1,Ex_Foxp2_Col5a1_Isocortex,Ex_Foxp2_Col5a1_Isocortex
Ex_Fezf2_Cknsr3,neuron,Isocortex,VGLUT1,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Cknsr3,Ex_Fezf2_Cknsr3_Isocortex,Ex_Fezf2_Cknsr3_Isocortex
Ex_Fezf2_Cnksr3_C7,neuron,Isocortex,VGLUT1,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Cnksr3_C7,Ex_Fezf2_Cnksr3_C7_Isocortex,Ex_Fezf2_Cnksr3_C7_Isocortex
Ex_Fezf2_Cnksr3_Fos,neuron,Isocortex,VGLUT1,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Cnksr3_Fos,Ex_Fezf2_Cnksr3_Fos_Isocortex,Ex_Fezf2_Cnksr3_Fos_Isocortex
Ex_Fezf2_Cnksr3_Areg,neuron,Isocortex,VGLUT1,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Cnksr3_Areg,Ex_Fezf2_Cnksr3_Areg_Isocortex,Ex_Fezf2_Cnksr3_Areg_Isocortex
Ex_Fezf2_Col6a1_Tg,neuron,Isocortex,VGLUT1,MC_34:Layer 6 isocortical neurons,Ex_Fezf2_Col6a1_Tg,Ex_Fezf2_Col6a1_Tg_Isocortex,Ex_Fezf2_Col6a1_Tg_Isocortex_L6
Ex_Fezf2_Col6a1_Gpr139,neuron,Isocortex,VGLUT1,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Col6a1_Gpr139,Ex_Fezf2_Col6a1_Gpr139_Isocortex,Ex_Fezf2_Col6a1_Gpr139_Isocortex
Ex_Fezf2_Col6a1_Gp139_Fos,neuron,Isocortex,VGLUT1,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Col6a1_Gp139_Fos,Ex_Fezf2_Col6a1_Gp139_Fos_Isocortex,Ex_Fezf2_Col6a1_Gp139_Fos_Isocortex
Ex_Fezf2_Sebox,neuron,Isocortex,VGLUT1,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Sebox,Ex_Fezf2_Sebox_Isocortex,Ex_Fezf2_Sebox_Isocortex
Ex_Fezf2_Urah_Shisa9_1,neuron,Isocortex,VGLUT1_VGLUT2,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Urah_Shisa9,Ex_Fezf2_Urah_Shisa9_Isocortex,Ex_Fezf2_Urah_Shisa9_Isocortex
Ex_Fezf2_Urah_Sntb1,neuron,Isocortex,VGLUT1_VGLUT2,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Urah_Sntb1,Ex_Fezf2_Urah_Sntb1_Isocortex,Ex_Fezf2_Urah_Sntb1_Isocortex
Ex_Fezf2_Urah_Shisa9_2,neuron,Isocortex,VGLUT1_VGLUT2,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Urah_Shisa9,Ex_Fezf2_Urah_Shisa9_Isocortex,Ex_Fezf2_Urah_Shisa9_Isocortex
Ex_Fezf2_Urah_Shisa9_3,neuron,Isocortex,VGLUT1_VGLUT2,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Urah_Shisa9,Ex_Fezf2_Urah_Shisa9_Isocortex,Ex_Fezf2_Urah_Shisa9_Isocortex
Ex_Fezf2_Urah_Alcam,neuron,Isocortex,VGLUT1,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Urah_Alcam,Ex_Fezf2_Urah_Alcam_Isocortex,Ex_Fezf2_Urah_Alcam_Isocortex
Ex_Fezf2_Kit_Sostdc1,neuron,Isocortex,VGLUT1,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Kit_Sostdc1,Ex_Fezf2_Kit_Sostdc1_Isocortex,Ex_Fezf2_Kit_Sostdc1_Isocortex
Ex_Nxph4_Moxd1_Igfbp4,neuron,Isocortex,VGLUT1,MC_34:Layer 6 isocortical neurons,Ex_Nxph4_Moxd1_Igfbp4,Ex_Nxph4_Moxd1_Igfbp4_Isocortex,Ex_Nxph4_Moxd1_Igfbp4_Isocortex_L6
Ex_Nxph4_Kynu,neuron,Isocortex,VGLUT1,MC_34:Layer 6 isocortical neurons,Ex_Nxph4_Kynu,Ex_Nxph4_Kynu_Isocortex,Ex_Nxph4_Kynu_Isocortex_L6
Ex_Nxph4_Lman1l_Pdgfc,neuron,Isocortex,VGLUT1,MC_34:Layer 6 isocortical neurons,Ex_Nxph4_Lman1l_Pdgfc,Ex_Nxph4_Lman1l_Pdgfc_Isocortex,Ex_Nxph4_Lman1l_Pdgfc_Isocortex_L6
Ex_Nxph4_Lman1l_Chrm2,neuron,Isocortex,VGLUT1,MC_34:Layer 6 isocortical neurons,Ex_Nxph4_Lman1l_Chrm2,Ex_Nxph4_Lman1l_Chrm2_Isocortex,Ex_Nxph4_Lman1l_Chrm2_Isocortex_L6
Ex_Nxph4_Kcnj5,neuron,Isocortex,VGLUT1,MC_34:Layer 6 isocortical neurons,Ex_Nxph4_Kcnj5,Ex_Nxph4_Kcnj5_Isocortex,Ex_Nxph4_Kcnj5_Isocortex_L6
Ex_Nxph4_Moxd1_Htr2c,neuron,Isocortex,VGLUT1,MC_34:Layer 6 isocortical neurons,Ex_Nxph4_Moxd1_Htr2c,Ex_Nxph4_Moxd1_Htr2c_Isocortex,Ex_Nxph4_Moxd1_Htr2c_Isocortex_L6
Ex_Nxph4_Sema5a,neuron,Isocortex,VGLUT1,MC_34:Layer 6 isocortical neurons,Ex_Nxph4_Sema5a,Ex_Nxph4_Sema5a_Isocortex,Ex_Nxph4_Sema5a_Isocortex_L6
Ex_Nxph4_Lman1l,neuron,Isocortex,VGLUT1,MC_34:Layer 6 isocortical neurons,Ex_Nxph4_Lman1l,Ex_Nxph4_Lman1l_Isocortex,Ex_Nxph4_Lman1l_Isocortex_L6
Ex_Nxph4_Ror1,neuron,Isocortex,VGLUT1,MC_34:Layer 6 isocortical neurons,Ex_Nxph4_Ror1,Ex_Nxph4_Ror1_Isocortex,Ex_Nxph4_Ror1_Isocortex_L6
Ex_Nxph4_Olfr110_Cplx3,neuron,Isocortex,VGLUT1,MC_34:Layer 6 isocortical neurons,Ex_Nxph4_Olfr110_Cplx3,Ex_Nxph4_Olfr110_Cplx3_Isocortex,Ex_Nxph4_Olfr110_Cplx3_Isocortex_L6
Ex_Nxph4_Olfr110_Crhr1,neuron,Isocortex,VGLUT1_VGLUT3,MC_34:Layer 6 isocortical neurons,Ex_Nxph4_Olfr110_Crhr1,Ex_Nxph4_Olfr110_Crhr1_Isocortex,Ex_Nxph4_Olfr110_Crhr1_Isocortex_L6
Ex_Nxph4_Pmfbp1,neuron,Isocortex,VGLUT1,MC_34:Layer 6 isocortical neurons,Ex_Nxph4_Pmfbp1,Ex_Nxph4_Pmfbp1_Isocortex,Ex_Nxph4_Pmfbp1_Isocortex_L6
Ex_Cplx3_Samd9l,neuron,HPF,VGLUT1,MC_35:Entorhinal and endopiriform neurons,Ex_Cplx3_Samd9l,Ex_Cplx3_Samd9l_HPF,Ex_Cplx3_Samd9l_HPF
Ex_Ccn2_Nmbr_1,neuron,HPF,VGLUT1,MC_35:Entorhinal and endopiriform neurons,Ex_Ccn2_Nmbr,Ex_Ccn2_Nmbr_HPF,Ex_Ccn2_Nmbr_HPF
Ex_Ccn2_Nmbr_2,neuron,HPF,VGLUT1,MC_35:Entorhinal and endopiriform neurons,Ex_Ccn2_Nmbr,Ex_Ccn2_Nmbr_HPF,Ex_Ccn2_Nmbr_HPF
Ex_Ccn2_Nmbr_3,neuron,HPF,VGLUT1,MC_35:Entorhinal and endopiriform neurons,Ex_Ccn2_Nmbr,Ex_Ccn2_Nmbr_HPF,Ex_Ccn2_Nmbr_HPF
Ex_Ccn2_Nmbr_4,neuron,HPF,VGLUT1,MC_35:Entorhinal and endopiriform neurons,Ex_Ccn2_Nmbr,Ex_Ccn2_Nmbr_HPF,Ex_Ccn2_Nmbr_HPF
Ex_Ccn2_Prph,neuron,Isocortex,VGLUT1,MC_35:Entorhinal and endopiriform neurons,Ex_Ccn2_Prph,Ex_Ccn2_Prph_Isocortex,Ex_Ccn2_Prph_Isocortex
Ex_Nmbr_Cobll1,neuron,HPF,VGLUT1,MC_35:Entorhinal and endopiriform neurons,Ex_Nmbr_Cobll1,Ex_Nmbr_Cobll1_HPF,Ex_Nmbr_Cobll1_HPF
Ex_Nxph4_Megf6,neuron,HPF,VGLUT1,MC_35:Entorhinal and endopiriform neurons,Ex_Nxph4_Megf6,Ex_Nxph4_Megf6_HPF,Ex_Nxph4_Megf6_HPF
Ex_Nxph4_Nmbr,neuron,CTXsp,VGLUT1,MC_35:Entorhinal and endopiriform neurons,Ex_Nxph4_Nmbr,Ex_Nxph4_Nmbr_CTXsp,Ex_Nxph4_Nmbr_CTXsp
Ex_Fezf2_Slc9a4,neuron,Isocortex,VGLUT1,MC_33:Layer 6 isocortical neurons,Ex_Fezf2_Slc9a4,Ex_Fezf2_Slc9a4_Isocortex,Ex_Fezf2_Slc9a4_Isocortex_L6
Ex_Fezf2_Slc9a4_Fos,neuron,Isocortex,VGLUT1,MC_33:Layer 6 isocortical neurons,Ex_Fezf2_Slc9a4_Fos,Ex_Fezf2_Slc9a4_Fos_Isocortex,Ex_Fezf2_Slc9a4_Fos_Isocortex_L6
Ex_Rorb_Cobll1,neuron,Isocortex,VGLUT1,MC_33:Layer 6 isocortical neurons,Ex_Rorb_Cobll1,Ex_Rorb_Cobll1_Isocortex,Ex_Rorb_Cobll1_Isocortex_L6
Ex_Fezf2_Kl_1,neuron,Isocortex,VGLUT1,MC_32:Subicular neurons,Ex_Fezf2_Kl,Ex_Fezf2_Kl_Isocortex,Ex_Fezf2_Kl_Isocortex
Ex_Fezf2_Kl_2,neuron,Isocortex,VGLUT1,MC_32:Subicular neurons,Ex_Fezf2_Kl,Ex_Fezf2_Kl_Isocortex,Ex_Fezf2_Kl_Isocortex
Ex_Fezf2_Abca12,neuron,HPF,VGLUT1_VGLUT2,MC_32:Subicular neurons,Ex_Fezf2_Abca12,Ex_Fezf2_Abca12_HPF,Ex_Fezf2_Abca12_HPF
Ex_Fezf2_Pirt_Stum,neuron,HPF,VGLUT1_VGLUT2,MC_32:Subicular neurons,Ex_Fezf2_Pirt_Stum,Ex_Fezf2_Pirt_Stum_HPF,Ex_Fezf2_Pirt_Stum_HPF
Ex_Fezf2_Pirt_Cadps2,neuron,Isocortex,VGLUT1_VGLUT2,MC_32:Subicular neurons,Ex_Fezf2_Pirt_Cadps2,Ex_Fezf2_Pirt_Cadps2_Isocortex,Ex_Fezf2_Pirt_Cadps2_Isocortex
Ex_Rorb_Pirt_Fn1,neuron,Isocortex,VGLUT1_VGLUT2,MC_32:Subicular neurons,Ex_Rorb_Pirt_Fn1,Ex_Rorb_Pirt_Fn1_Isocortex,Ex_Rorb_Pirt_Fn1_Isocortex
Ex_Fezf2_Pirt_Gli2,neuron,HPF,VGLUT1_VGLUT2,MC_32:Subicular neurons,Ex_Fezf2_Pirt_Gli2,Ex_Fezf2_Pirt_Gli2_HPF,Ex_Fezf2_Pirt_Gli2_HPF
Ex_Vwc2l_Gli2,neuron,HPF,VGLUT1_VGLUT2,MC_32:Subicular neurons,Ex_Vwc2l_Gli2,Ex_Vwc2l_Gli2_HPF,Ex_Vwc2l_Gli2_HPF
Ex_Fezf2_Tmem255b_1,neuron,Isocortex,VGLUT1_VGLUT2,MC_34:Layer 6 isocortical neurons,Ex_Fezf2_Tmem255b,Ex_Fezf2_Tmem255b_Isocortex,Ex_Fezf2_Tmem255b_Isocortex_L6
Ex_Fezf2_Tmem255b_2,neuron,Isocortex,VGLUT1,MC_34:Layer 6 isocortical neurons,Ex_Fezf2_Tmem255b,Ex_Fezf2_Tmem255b_Isocortex,Ex_Fezf2_Tmem255b_Isocortex_L6
Ex_Fezf2_Tmem255b_3,neuron,Isocortex,VGLUT1,MC_34:Layer 6 isocortical neurons,Ex_Fezf2_Tmem255b,Ex_Fezf2_Tmem255b_Isocortex,Ex_Fezf2_Tmem255b_Isocortex_L6
Ex_Fezf2_Myzap,neuron,Isocortex,VGLUT1_VGLUT2,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Myzap,Ex_Fezf2_Myzap_Isocortex,Ex_Fezf2_Myzap_Isocortex
Ex_Fezf2_Pvalb_Pirt,neuron,Isocortex,VGLUT1_VGLUT2,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Pvalb_Pirt,Ex_Fezf2_Pvalb_Pirt_Isocortex,Ex_Fezf2_Pvalb_Pirt_Isocortex
Ex_Fezf2_Pvalb_Chn2,neuron,Isocortex,VGLUT1_VGLUT2,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Pvalb_Chn2,Ex_Fezf2_Pvalb_Chn2_Isocortex,Ex_Fezf2_Pvalb_Chn2_Isocortex
Ex_Fezf2_Hmga2_Cdh6,neuron,Isocortex,VGLUT1_VGLUT2,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Hmga2_Cdh6,Ex_Fezf2_Hmga2_Cdh6_Isocortex,Ex_Fezf2_Hmga2_Cdh6_Isocortex
Ex_Fezf2_Hmga2_Ttc6,neuron,Isocortex,VGLUT1_VGLUT2,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Hmga2_Ttc6,Ex_Fezf2_Hmga2_Ttc6_Isocortex,Ex_Fezf2_Hmga2_Ttc6_Isocortex
Ex_Fezf2_Hmga2_Gfra2,neuron,Isocortex,VGLUT1_VGLUT2,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Hmga2_Gfra2,Ex_Fezf2_Hmga2_Gfra2_Isocortex,Ex_Fezf2_Hmga2_Gfra2_Isocortex
Ex_Fezf2_Slc17a8_Rxfp2,neuron,Isocortex,VGLUT1_VGLUT3,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Slc17a8_Rxfp2,Ex_Fezf2_Slc17a8_Rxfp2_Isocortex,Ex_Fezf2_Slc17a8_Rxfp2_Isocortex
Ex_Fezf2_Slc17a8_Rxfp1,neuron,Isocortex,VGLUT1_VGLUT2_VGLUT3,MC_31:Lower layer isocortical neurons,Ex_Fezf2_Slc17a8_Rxfp1,Ex_Fezf2_Slc17a8_Rxfp1_Isocortex,Ex_Fezf2_Slc17a8_Rxfp1_Isocortex
Ex_Dsp_Moxd1_1,neuron,HPF,VGLUT1,MC_217:Dentate principal neurons,Ex_Dsp_Moxd1,Ex_Dsp_Moxd1_HPF,Ex_Dsp_Moxd1_HPF
Ex_Dsp_Moxd1_2,neuron,HPF,VGLUT1,MC_217:Dentate principal neurons,Ex_Dsp_Moxd1,Ex_Dsp_Moxd1_HPF,Ex_Dsp_Moxd1_HPF
Ex_Dsp_Moxd1_3,neuron,HPF,VGLUT1,MC_217:Dentate principal neurons,Ex_Dsp_Moxd1,Ex_Dsp_Moxd1_HPF,Ex_Dsp_Moxd1_HPF
Ex_Dsp_Moxd1_4,neuron,HPF,VGLUT1,MC_217:Dentate principal neurons,Ex_Dsp_Moxd1,Ex_Dsp_Moxd1_HPF,Ex_Dsp_Moxd1_HPF
Ex_Dsp_Gsg1l,neuron,HPF,VGLUT1,MC_217:Dentate principal neurons,Ex_Dsp_Gsg1l,Ex_Dsp_Gsg1l_HPF,Ex_Dsp_Gsg1l_HPF
Ex_Crlf1_Ntn5_1,neuron,HPF,VGLUT1,MC_217:Dentate principal neurons,Ex_Crlf1_Ntn5,Ex_Crlf1_Ntn5_HPF,Ex_Crlf1_Ntn5_HPF
Ex_Crlf1_Ntn5_2,neuron,Isocortex,VGLUT1,MC_217:Dentate principal neurons,Ex_Crlf1_Ntn5,Ex_Crlf1_Ntn5_Isocortex,Ex_Crlf1_Ntn5_Isocortex
NG_Draxin_1,NG,HPF,none,MC_59:Immature olfactory bulb neurons,NG_Draxin,NG_Draxin_HPF,NG_Draxin_HPF
NG_Draxin_2,NG,HPF,none,MC_59:Immature olfactory bulb neurons,NG_Draxin,NG_Draxin_HPF,NG_Draxin_HPF
NG_Draxin_3,NG,Isocortex,none,MC_59:Immature olfactory bulb neurons,NG_Draxin,NG_Draxin_Isocortex,NG_Draxin_Isocortex
NG_Draxin_4,NG,HPF,none,MC_59:Immature olfactory bulb neurons,NG_Draxin,NG_Draxin_HPF,NG_Draxin_HPF
NG_Draxin_5,NG,HPF,none,MC_59:Immature olfactory bulb neurons,NG_Draxin,NG_Draxin_HPF,NG_Draxin_HPF
NG_Draxin_6,NG,HPF,none,MC_59:Immature olfactory bulb neurons,NG_Draxin,NG_Draxin_HPF,NG_Draxin_HPF
NG_Draxin_7,NG,HPF,none,MC_59:Immature olfactory bulb neurons,NG_Draxin,NG_Draxin_HPF,NG_Draxin_HPF
NG_Draxin_8,NG,,none,MC_59:Immature olfactory bulb neurons,NG_Draxin,NG_Draxin,NG_Draxin
Ex_Dsp_Atf3_1,neuron,HPF,VGLUT1,MC_217:Dentate principal neurons,Ex_Dsp_Atf3,Ex_Dsp_Atf3_HPF,Ex_Dsp_Atf3_HPF
Ex_Dsp_Atf3_2,neuron,HPF,VGLUT1,MC_217:Dentate principal neurons,Ex_Dsp_Atf3,Ex_Dsp_Atf3_HPF,Ex_Dsp_Atf3_HPF
Ex_Dsp_Atf3_3,neuron,HPF,VGLUT1,MC_217:Dentate principal neurons,Ex_Dsp_Atf3,Ex_Dsp_Atf3_HPF,Ex_Dsp_Atf3_HPF
Inh_Vip_Grpr,neuron,Isocortex,GABA,MC_26:CGE interneurons,Inh_Vip_Grpr,Inh_Vip_Grpr_Isocortex,Inh_Vip_Grpr_Isocortex
Inh_Vip_Glp1r_Kcnh5,neuron,Isocortex,GABA,MC_26:CGE interneurons,Inh_Vip_Glp1r_Kcnh5,Inh_Vip_Glp1r_Kcnh5_Isocortex,Inh_Vip_Glp1r_Kcnh5_Isocortex
Inh_Vip_Glp1r_Egfr,neuron,Isocortex,GABA,MC_26:CGE interneurons,Inh_Vip_Glp1r_Egfr,Inh_Vip_Glp1r_Egfr_Isocortex,Inh_Vip_Glp1r_Egfr_Isocortex
Inh_Vip_Crh_1,neuron,Isocortex,GABA,MC_26:CGE interneurons,Inh_Vip_Crh,Inh_Vip_Crh_Isocortex,Inh_Vip_Crh_Isocortex
Inh_Vip_Crh_2,neuron,HPF,GABA,MC_26:CGE interneurons,Inh_Vip_Crh,Inh_Vip_Crh_HPF,Inh_Vip_Crh_HPF
Inh_Htr3a_Nr2e1_1,neuron,CTXsp,GABA,MC_26:CGE interneurons,Inh_Htr3a_Nr2e1,Inh_Htr3a_Nr2e1_CTXsp,Inh_Htr3a_Nr2e1_CTXsp
Inh_Htr3a_Nr2e1_2,neuron,CTXsp,GABA,MC_26:CGE interneurons,Inh_Htr3a_Nr2e1,Inh_Htr3a_Nr2e1_CTXsp,Inh_Htr3a_Nr2e1_CTXsp
Inh_Htr3a_Tcim_1,neuron,OLF,GABA,MC_26:CGE interneurons,Inh_Htr3a_Tcim,Inh_Htr3a_Tcim_OLF,Inh_Htr3a_Tcim_OLF
Inh_Htr3a_Tcim_2,neuron,OLF,GABA,MC_26:CGE interneurons,Inh_Htr3a_Tcim,Inh_Htr3a_Tcim_OLF,Inh_Htr3a_Tcim_OLF
Inh_Htr3a_Cxcl14_1,neuron,Isocortex,GABA,MC_26:CGE interneurons,Inh_Htr3a_Cxcl14,Inh_Htr3a_Cxcl14_Isocortex,Inh_Htr3a_Cxcl14_Isocortex
Inh_Htr3a_Cxcl14_2,neuron,OLF,GABA,MC_26:CGE interneurons,Inh_Htr3a_Cxcl14,Inh_Htr3a_Cxcl14_OLF,Inh_Htr3a_Cxcl14_OLF
Inh_Sncg_Slc17a8,neuron,HPF,VGLUT3_GABA,MC_28:CGE interneurons of multiple telencephalic areas,Inh_Sncg_Slc17a8,Inh_Sncg_Slc17a8_HPF,Inh_Sncg_Slc17a8_HPF
Inh_Sncg_Sln_Npy,neuron,Isocortex,GABA,MC_28:CGE interneurons of multiple telencephalic areas,Inh_Sncg_Sln_Npy,Inh_Sncg_Sln_Npy_Isocortex,Inh_Sncg_Sln_Npy_Isocortex
Inh_Sncg_Abcb5,neuron,Isocortex,GABA,MC_27:CGE interneurons of isocortex and amygdala,Inh_Sncg_Abcb5,Inh_Sncg_Abcb5_Isocortex,Inh_Sncg_Abcb5_Isocortex
Inh_Sncg_Sln_Plch2_1,neuron,OLF,GABA,MC_28:CGE interneurons of multiple telencephalic areas,Inh_Sncg_Sln_Plch2,Inh_Sncg_Sln_Plch2_OLF,Inh_Sncg_Sln_Plch2_OLF
Inh_Sncg_Sln_Plch2_2,neuron,OLF,GABA,MC_28:CGE interneurons of multiple telencephalic areas,Inh_Sncg_Sln_Plch2,Inh_Sncg_Sln_Plch2_OLF,Inh_Sncg_Sln_Plch2_OLF
Inh_Vip_Sncg_Tac2,neuron,Isocortex,GABA,MC_27:CGE interneurons of isocortex and amygdala,Inh_Vip_Sncg_Tac2,Inh_Vip_Sncg_Tac2_Isocortex,Inh_Vip_Sncg_Tac2_Isocortex
Inh_Sncg_Np2yr_Whrn_1,neuron,Isocortex,GABA,MC_27:CGE interneurons of isocortex and amygdala,Inh_Sncg_Np2yr_Whrn,Inh_Sncg_Np2yr_Whrn_Isocortex,Inh_Sncg_Np2yr_Whrn_Isocortex
Inh_Sncg_Np2yr_Whrn_2,neuron,Isocortex,GABA,MC_27:CGE interneurons of isocortex and amygdala,Inh_Sncg_Np2yr_Whrn,Inh_Sncg_Np2yr_Whrn_Isocortex,Inh_Sncg_Np2yr_Whrn_Isocortex
Inh_Sncg_Np2yr_Fos_1,neuron,Isocortex,GABA,MC_27:CGE interneurons of isocortex and amygdala,Inh_Sncg_Np2yr_Fos,Inh_Sncg_Np2yr_Fos_Isocortex,Inh_Sncg_Np2yr_Fos_Isocortex
Inh_Sncg_Np2yr_Fos_2,neuron,Isocortex,GABA,MC_27:CGE interneurons of isocortex and amygdala,Inh_Sncg_Np2yr_Fos,Inh_Sncg_Np2yr_Fos_Isocortex,Inh_Sncg_Np2yr_Fos_Isocortex
Inh_Sncg_Ror1,neuron,Isocortex,GABA,MC_27:CGE interneurons of isocortex and amygdala,Inh_Sncg_Ror1,Inh_Sncg_Ror1_Isocortex,Inh_Sncg_Ror1_Isocortex
Inh_Vip_Sncg_Yjefn3,neuron,Isocortex,GABA,MC_27:CGE interneurons of isocortex and amygdala,Inh_Vip_Sncg_Yjefn3,Inh_Vip_Sncg_Yjefn3_Isocortex,Inh_Vip_Sncg_Yjefn3_Isocortex
Inh_Vip_Sncg_Slit1,neuron,OLF,GABA,MC_27:CGE interneurons of isocortex and amygdala,Inh_Vip_Sncg_Slit1,Inh_Vip_Sncg_Slit1_OLF,Inh_Vip_Sncg_Slit1_OLF
Inh_Htr3a_Grpr_1,neuron,HPF,GABA,MC_29:CGE interneurons of hippocampus and insula,Inh_Htr3a_Grpr,Inh_Htr3a_Grpr_HPF,Inh_Htr3a_Grpr_HPF
Inh_Htr3a_Grpr_2,neuron,Isocortex,GABA,MC_26:CGE interneurons,Inh_Htr3a_Grpr,Inh_Htr3a_Grpr_Isocortex,Inh_Htr3a_Grpr_Isocortex
Inh_Htr3a_Nxph3,neuron,HPF,GABA,MC_26:CGE interneurons,Inh_Htr3a_Nxph3,Inh_Htr3a_Nxph3_HPF,Inh_Htr3a_Nxph3_HPF
Inh_Htr3a_Grpr_3,neuron,Isocortex,GABA,MC_26:CGE interneurons,Inh_Htr3a_Grpr,Inh_Htr3a_Grpr_Isocortex,Inh_Htr3a_Grpr_Isocortex
